FR0003500008;28/12/06;5546.74;5549.47;5520.77;5533.36;2249628
FR0003500008;29/12/06;5531.63;5553.86;5531.63;5541.76;2336461
FR0003500008;02/01/07;5575.76;5621.65;5575.63;5617.71;3769094
FR0003500008;03/01/07;5621.00;5623.67;5596.82;5610.92;4675299
FR0003500008;04/01/07;5573.73;5585.54;5547.51;5574.56;5466456
FR0003500008;05/01/07;5552.64;5566.24;5517.35;5517.35;5560677
FR0003500008;08/01/07;5552.64;5555.67;5509.06;5518.59;5017563
FR0003500008;09/01/07;5549.01;5563.48;5532.62;5533.03;6472961
FR0003500008;10/01/07;5505.36;5524.11;5473.47;5501.95;5849857
FR0003500008;11/01/07;5523.72;5609.80;5515.60;5609.80;7032941
FR0003500008;12/01/07;5597.02;5619.93;5589.03;5617.62;5748960
FR0003500008;15/01/07;5641.37;5649.76;5623.35;5631.08;4136860
FR0003500008;16/01/07;5637.27;5645.20;5588.77;5591.54;4987150
FR0003500008;17/01/07;5592.31;5602.68;5538.48;5561.78;5364507
FR0003500008;18/01/07;5584.75;5609.34;5539.82;5555.04;7767150
FR0003500008;19/01/07;5554.50;5623.40;5529.44;5614.70;7731053
FR0003500008;22/01/07;5630.41;5639.70;5576.56;5579.78;5948609
FR0003500008;23/01/07;5582.99;5592.82;5539.76;5575.07;6590576
FR0003500008;24/01/07;5595.96;5646.14;5593.36;5638.08;6078016
FR0003500008;25/01/07;5649.01;5658.08;5590.65;5609.20;6490182
FR0003500008;26/01/07;5577.31;5611.84;5547.68;5582.30;6448117
FR0003500008;29/01/07;5584.31;5630.33;5582.43;5619.70;4848963
FR0003500008;30/01/07;5610.89;5653.88;5603.23;5645.59;5084608
FR0003500008;31/01/07;5637.77;5653.76;5601.17;5608.31;5525173
FR0003500008;01/02/07;5664.09;5689.44;5657.23;5662.25;6112140
FR0003500008;02/02/07;5680.13;5693.47;5666.77;5677.30;5866264
FR0003500008;05/02/07;5671.23;5691.83;5659.36;5681.11;4694359
FR0003500008;06/02/07;5680.12;5699.27;5670.48;5676.78;4515086
FR0003500008;07/02/07;5687.27;5710.57;5681.89;5703.00;5464665
FR0003500008;08/02/07;5705.16;5711.04;5652.48;5665.10;5126664
FR0003500008;09/02/07;5699.18;5710.31;5688.94;5692.45;4989532
FR0003500008;12/02/07;5670.73;5670.73;5625.38;5643.95;4604070
FR0003500008;13/02/07;5656.48;5682.69;5651.27;5682.69;5501267
FR0003500008;14/02/07;5700.40;5725.84;5693.36;5725.84;6281841
FR0003500008;15/02/07;5724.54;5729.16;5704.67;5720.88;7621813
FR0003500008;16/02/07;5716.43;5728.36;5703.64;5713.59;5580957
FR0003500008;19/02/07;5723.05;5758.33;5717.37;5739.90;4147904
FR0003500008;20/02/07;5739.27;5744.78;5678.38;5713.45;5074797
FR0003500008;21/02/07;5732.80;5736.24;5677.59;5694.56;5401360
FR0003500008;22/02/07;5723.15;5737.36;5700.78;5707.86;5655461
FR0003500008;23/02/07;5723.79;5727.60;5688.83;5716.38;5857276
FR0003500008;26/02/07;5732.28;5771.69;5728.07;5762.54;5034710
FR0003500008;27/02/07;5719.04;5719.45;5581.98;5588.39;9771511
FR0003500008;28/02/07;5475.89;5555.99;5458.65;5516.32;11437369
FR0003500008;01/03/07;5502.09;5555.37;5355.75;5458.40;12604559
FR0003500008;02/03/07;5480.27;5499.22;5391.10;5424.70;8148527
FR0003500008;05/03/07;5325.14;5404.14;5303.29;5385.03;8241046
FR0003500008;06/03/07;5431.15;5443.95;5399.12;5437.13;7349343
FR0003500008;07/03/07;5458.30;5469.01;5430.70;5455.07;6915727
FR0003500008;08/03/07;5493.70;5529.31;5481.55;5524.26;6914117
FR0003500008;09/03/07;5515.92;5549.30;5473.32;5537.84;6307450
FR0003500008;12/03/07;5553.82;5565.42;5478.52;5496.07;5518231
FR0003500008;13/03/07;5498.58;5508.56;5432.51;5432.94;5717332
FR0003500008;14/03/07;5346.74;5365.89;5295.58;5296.22;9817071
FR0003500008;15/03/07;5376.36;5389.85;5320.37;5389.85;7367790
FR0003500008;16/03/07;5380.13;5420.62;5346.73;5382.16;8443709
FR0003500008;19/03/07;5435.37;5459.40;5411.54;5458.95;5345552
FR0003500008;20/03/07;5459.67;5504.84;5426.43;5503.27;6144554
FR0003500008;21/03/07;5499.05;5518.12;5490.58;5502.18;4976326
FR0003500008;22/03/07;5577.72;5610.43;5560.50;5598.37;6977809
FR0003500008;23/03/07;5589.80;5642.19;5576.82;5634.75;5820190
FR0003500008;26/03/07;5638.48;5638.63;5546.28;5576.30;5831390
FR0003500008;27/03/07;5609.66;5617.97;5572.01;5587.06;4507895
FR0003500008;28/03/07;5563.50;5574.91;5533.63;5552.69;5474926
FR0003500008;29/03/07;5579.99;5633.42;5578.84;5631.53;4727843
FR0003500008;30/03/07;5630.17;5674.26;5609.02;5634.16;4760537
FR0003500008;02/04/07;5623.40;5648.18;5609.28;5645.56;5094265
FR0003500008;03/04/07;5681.65;5713.53;5669.28;5711.91;5489034
FR0003500008;04/04/07;5730.28;5739.01;5707.39;5739.01;5335632
FR0003500008;05/04/07;5731.70;5751.33;5721.00;5741.38;3917402
FR0003500008;10/04/07;5750.47;5774.97;5725.93;5766.27;5829086
FR0003500008;11/04/07;5757.94;5798.21;5743.24;5751.92;5365218
FR0003500008;12/04/07;5744.42;5759.27;5701.35;5748.94;5578217
FR0003500008;13/04/07;5762.06;5794.62;5748.74;5789.34;4731911
FR0003500008;16/04/07;5815.36;5861.97;5806.52;5861.97;5726739
FR0003500008;17/04/07;5844.49;5871.86;5820.74;5858.14;6073559
